#00#Fri Apr 23 17:57:11 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
i_sick_H09-I_seek_H08-I_seek_H07	i	1	1	1	0.517513560000225	0	0
A_card_H08-v_cud_H06-v_cud_H09	A	1	1	1	0.293514694996702	0	0
a_lack_F06-v_puck_F04-v_puck_F09	a	1	1	1	0.3636360979944584	0	0
A_barn_H09-v_bun_H04-v_bun_H05	A	1	1	1	0.6049063719983678	0	1
i_kip_H06-i_kip_H05-I_keep_H07	I	3	3	1	0.4104288070011535	0	1
v_cud_F05-v_cud_F06-a_cad_F07	a	3	3	1	0.4691579899954377	0	0
i_pick_H09-I_peak_H08-i_pick_H07	I	2	1	0	0.3878972279999289	2	1
I_deed_F07-i_did_F04-I_deed_F08	i	2	2	1	0.546012310005608	0	0
a_cad_H08-v_cud_H05-a_cad_H07	v	2	2	1	0.40146466300211614	0	0
v_cud_H07-A_card_H04-A_card_H09	v	1	1	1	0.1438960700033931	0	0
A_tart_F08-v_tut_F04-A_tart_F05	v	2	2	1	0.027944835004745983	0	3
I_keep_H06-i_kip_H07-I_keep_H05	i	2	2	1	0.027138978999573737	0	0
a_tat_F04-v_tut_F06-a_tat_F09	v	2	2	1	0.022874069996760227	0	0
v_cud_F09-A_card_F08-v_cud_F05	A	2	1	0	0.49061809699924197	2	0
i_sick_H04-I_seek_H05-i_sick_H09	I	2	1	0	0.42319522999605397	2	0
A_cart_H09-A_cart_H04-v_cut_H09	v	3	3	1	0.6514134600001853	0	0
I_seek_F08-I_seek_F07-i_sick_F05	i	3	3	1	0.42639055200561415	0	0
A_card_F05-v_cud_F06-A_card_F07	v	2	2	1	0.02413889399758773	0	0
a_tat_H04-v_tut_H06-a_tat_H09	v	2	2	1	0.08215004699741257	0	0
v_cut_H04-v_cut_H05-A_cart_H09	A	3	3	1	0.49845844299852615	0	0
v_cud_H07-a_cad_H08-v_cud_H04	a	2	2	1	0.3912029349958175	0	0
A_barn_F09-v_bun_F04-v_bun_F05	A	1	2	0	0.3460634380026022	2	0
v_bun_F08-A_barn_F09-v_bun_F05	A	2	1	0	0.10310650499741314	2	0
v_cud_F06-a_cad_F07-a_cad_F04	v	1	1	1	0.5619341220008209	0	0
i_kip_F07-I_keep_F04-i_kip_F06	I	2	3	0	0.04507764799927827	2	0
i_pick_F07-I_peak_F09-I_peak_F04	i	1	1	1	0.4746847349961172	0	0
A_card_F08-v_cud_F06-v_cud_F09	A	1	1	1	0.578418432000035	0	0
i_tick_H09-I_teak_H07-I_teak_H06	i	1	3	0	0.03406319899659138	3	0
A_cart_H09-v_cut_H05-v_cut_H07	A	1	2	0	0.02411243199458113	3	1
I_keep_F05-i_kip_F04-i_kip_F08	I	1	3	0	0.0372109499949147	2	0

#TotalErreurs#20TempsTotal#5min 23sec
